Time (Hour),Node 0 (Apparent Power; Total),Node 0 (Apparent Power; Critical),Node 0 (Apparent Power; Remaining),Node 0 (Real Power; Total),Node 0 (Real Power; Critical),Node 0 (Real Power; Remaining),Node 0 (Reactive Power; Total),Node 0 (Reactive Power; Critical),Node 0 (Reactive Power; Remaining),Node 1 (Apparent Power; Total),Node 1 (Apparent Power; Critical),Node 1 (Apparent Power; Remaining),Node 1 (Real Power; Total),Node 1 (Real Power; Critical),Node 1 (Real Power; Remaining),Node 1 (Reactive Power; Total),Node 1 (Reactive Power; Critical),Node 1 (Reactive Power; Remaining),Node 2 (Apparent Power; Total),Node 2 (Apparent Power; Critical),Node 2 (Apparent Power; Remaining),Node 2 (Real Power; Total),Node 2 (Real Power; Critical),Node 2 (Real Power; Remaining),Node 2 (Reactive Power; Total),Node 2 (Reactive Power; Critical),Node 2 (Reactive Power; Remaining),Node 3 (Apparent Power; Total),Node 3 (Apparent Power; Critical),Node 3 (Apparent Power; Remaining),Node 3 (Real Power; Total),Node 3 (Real Power; Critical),Node 3 (Real Power; Remaining),Node 3 (Reactive Power; Total),Node 3 (Reactive Power; Critical),Node 3 (Reactive Power; Remaining),Node 4 (Apparent Power; Total),Node 4 (Apparent Power; Critical),Node 4 (Apparent Power; Remaining),Node 4 (Real Power; Total),Node 4 (Real Power; Critical),Node 4 (Real Power; Remaining),Node 4 (Reactive Power; Total),Node 4 (Reactive Power; Critical),Node 4 (Reactive Power; Remaining),Node 5 (Apparent Power; Total),Node 5 (Apparent Power; Critical),Node 5 (Apparent Power; Remaining),Node 5 (Real Power; Total),Node 5 (Real Power; Critical),Node 5 (Real Power; Remaining),Node 5 (Reactive Power; Total),Node 5 (Reactive Power; Critical),Node 5 (Reactive Power; Remaining),Node 6 (Apparent Power; Total),Node 6 (Apparent Power; Critical),Node 6 (Apparent Power; Remaining),Node 6 (Real Power; Total),Node 6 (Real Power; Critical),Node 6 (Real Power; Remaining),Node 6 (Reactive Power; Total),Node 6 (Reactive Power; Critical),Node 6 (Reactive Power; Remaining),Node 7 (Apparent Power; Total),Node 7 (Apparent Power; Critical),Node 7 (Apparent Power; Remaining),Node 7 (Real Power; Total),Node 7 (Real Power; Critical),Node 7 (Real Power; Remaining),Node 7 (Reactive Power; Total),Node 7 (Reactive Power; Critical),Node 7 (Reactive Power; Remaining)
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.687178421,0.993684211,0.693494211,1.6028195,0.944,0.6588195,0.526821293,0.310277795,0.216543498,23.40378947,5.263157895,18.14063158,22.2336,5,17.2336,7.307830921,1.643420526,5.664410395,0.956652105,0.263157895,0.693494211,0.9088195,0.25,0.6588195,0.298714524,0.082171026,0.216543498,1.611052632,0.263157895,1.347894737,1.5305,0.25,1.2805,0.503051023,0.082171026,0.420879997
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.681802737,0.993684211,0.688118526,1.5977126,0.944,0.6537126,0.525142736,0.310277795,0.214864941,21.87594737,5.263157895,16.61278947,20.78215,5,15.78215,6.830762376,1.643420526,5.187341851,0.951276421,0.263157895,0.688118526,0.9037126,0.25,0.6537126,0.297035967,0.082171026,0.214864941,1.573421053,0.263157895,1.310263158,1.49475,0.25,1.24475,0.491300566,0.082171026,0.40912954
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.649669158,0.993684211,0.655984947,1.5671857,0.944,0.6231857,0.515109029,0.310277795,0.204831234,20.87531579,5.263157895,15.61215789,19.83155,5,14.83155,6.518315266,1.643420526,4.87489474,0.919142842,0.263157895,0.655984947,0.8731857,0.25,0.6231857,0.28700226,0.082171026,0.204831234,1.558631579,0.263157895,1.295473684,1.4807,0.25,1.2307,0.486682555,0.082171026,0.404511528
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.558850211,0.993684211,0.565166,1.4809077,0.944,0.5369077,0.486750822,0.310277795,0.176473027,19.93794737,5.263157895,14.67478947,18.94105,5,13.94105,6.22562207,1.643420526,4.582201545,0.828323895,0.263157895,0.565166,0.7869077,0.25,0.5369077,0.258644053,0.082171026,0.176473027,1.402578947,0.263157895,1.139421053,1.33245,0.25,1.08245,0.437955136,0.082171026,0.35578411
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.435322947,0.993684211,0.441638737,1.3635568,0.944,0.4195568,0.448179447,0.310277795,0.137901651,18.83689474,5.263157895,13.57373684,17.89505,5,12.89505,5.881818496,1.643420526,4.23839797,0.704796632,0.263157895,0.441638737,0.6695568,0.25,0.4195568,0.220072678,0.082171026,0.137901651,1.113263158,0.263157895,0.850105263,1.0576,0.25,0.8076,0.34761631,0.082171026,0.265445283
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315221368,0.993684211,0.321537158,1.2494603,0.944,0.3054603,0.410677741,0.310277795,0.100399945,18.03026316,5.263157895,12.76710526,17.12875,5,12.12875,5.629947867,1.643420526,3.986527341,0.584695053,0.263157895,0.321537158,0.5554603,0.25,0.3054603,0.182570972,0.082171026,0.100399945,0.857894737,0.263157895,0.594736842,0.815,0.25,0.565,0.267877546,0.082171026,0.185706519
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.243327579,0.993684211,0.249643368,1.1811612,0.944,0.2371612,0.388228912,0.310277795,0.077951117,17.80526316,5.263157895,12.54210526,16.915,5,11.915,5.559691639,1.643420526,3.916271113,0.512801263,0.263157895,0.249643368,0.4871612,0.25,0.2371612,0.160122143,0.082171026,0.077951117,0.734157895,0.263157895,0.471,0.69745,0.25,0.44745,0.229240729,0.082171026,0.147069703
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.185775684,0.993684211,0.192091474,1.1264869,0.944,0.1824869,0.370258339,0.310277795,0.059980543,17.63484211,5.263157895,12.37168421,16.7531,5,11.7531,5.506477682,1.643420526,3.863057157,0.455249368,0.263157895,0.192091474,0.4324869,0.25,0.1824869,0.14215157,0.082171026,0.059980543,0.624894737,0.263157895,0.361736842,0.59365,0.25,0.34365,0.195123319,0.082171026,0.112952293
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.156560947,0.993684211,0.162876737,1.0987329,0.944,0.1547329,0.36113604,0.310277795,0.050858245,17.47252632,5.263157895,12.20936842,16.5989,5,11.5989,5.455794593,1.643420526,3.812374068,0.426034632,0.263157895,0.162876737,0.4047329,0.25,0.1547329,0.133029271,0.082171026,0.050858245,0.576842105,0.263157895,0.313684211,0.548,0.25,0.298,0.18011889,0.082171026,0.097947863
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.138576,0.993684211,0.144891789,1.0816472,0.944,0.1376472,0.355520242,0.310277795,0.045242447,18.02173684,5.263157895,12.75857895,17.12065,5,12.12065,5.627285525,1.643420526,3.983864999,0.408049684,0.263157895,0.144891789,0.3876472,0.25,0.1376472,0.127413473,0.082171026,0.045242447,0.549578947,0.263157895,0.286421053,0.5221,0.25,0.2721,0.171605971,0.082171026,0.089434945
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.141374526,0.993684211,0.147690316,1.0843058,0.944,0.1403058,0.356394082,0.310277795,0.046116286,19.02542105,5.263157895,13.76226316,18.07415,5,13.07415,5.94068582,1.643420526,4.297265294,0.410848211,0.263157895,0.147690316,0.3903058,0.25,0.1403058,0.128287313,0.082171026,0.046116286,0.549947368,0.263157895,0.286789474,0.52245,0.25,0.27245,0.171721011,0.082171026,0.089549984
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.167654632,0.993684211,0.173970421,1.1092719,0.944,0.1652719,0.364600042,0.310277795,0.054322247,21.89647368,5.263157895,16.63331579,20.80165,5,15.80165,6.837171716,1.643420526,5.193751191,0.437128316,0.263157895,0.173970421,0.4152719,0.25,0.1652719,0.136493273,0.082171026,0.054322247,0.594684211,0.263157895,0.331526316,0.56495,0.25,0.31495,0.185690085,0.082171026,0.103519059
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20744,0.993684211,0.213755789,1.147068,0.944,0.203068,0.377023019,0.310277795,0.066745224,26.31515789,5.263157895,21.052,24.9994,5,19.9994,8.216905419,1.643420526,6.573484893,0.476913684,0.263157895,0.213755789,0.453068,0.25,0.203068,0.14891625,0.082171026,0.066745224,0.710263158,0.263157895,0.447105263,0.67475,0.25,0.42475,0.2217796,0.082171026,0.139608574
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.238291474,0.993684211,0.244607263,1.1763769,0.944,0.2323769,0.386656389,0.310277795,0.076378593,31.37552632,5.263157895,26.11236842,29.80675,5,24.80675,9.797004952,1.643420526,8.153584426,0.507765158,0.263157895,0.244607263,0.4823769,0.25,0.2323769,0.15854962,0.082171026,0.076378593,0.736789474,0.263157895,0.473631579,0.69995,0.25,0.44995,0.230062439,0.082171026,0.147891413
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.218735579,0.993684211,0.225051368,1.1577988,0.944,0.2137988,0.380550063,0.310277795,0.070272267,36.85752632,5.263157895,31.59436842,35.01465,5,30.01465,11.5087589,1.643420526,9.865338378,0.488209263,0.263157895,0.225051368,0.4637988,0.25,0.2137988,0.152443294,0.082171026,0.070272267,0.709684211,0.263157895,0.446526316,0.6742,0.25,0.4242,0.221598824,0.082171026,0.139427797
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234418737,0.993684211,0.240734526,1.1726978,0.944,0.2286978,0.385447127,0.310277795,0.075169332,38.85447368,5.263157895,33.59131579,36.91175,5,31.91175,12.13230552,1.643420526,10.48888499,0.503892421,0.263157895,0.240734526,0.4786978,0.25,0.2286978,0.157340358,0.082171026,0.075169332,0.730842105,0.263157895,0.467684211,0.6943,0.25,0.4443,0.228205374,0.082171026,0.146034348
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.261760105,0.993684211,0.268075895,1.1986721,0.944,0.2546721,0.393984467,0.310277795,0.083706671,40.08626316,5.263157895,34.82310526,38.08195,5,33.08195,12.51693166,1.643420526,10.87351113,0.531233789,0.263157895,0.268075895,0.5046721,0.25,0.2546721,0.165877698,0.082171026,0.083706671,0.756789474,0.263157895,0.493631579,0.71895,0.25,0.46895,0.236307437,0.082171026,0.154136411
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.305630316,0.993684211,0.311946105,1.2403488,0.944,0.2963488,0.407682935,0.310277795,0.09740514,40.25284211,5.263157895,34.98968421,38.2402,5,33.2402,12.56894592,1.643420526,10.92552539,0.575104,0.263157895,0.311946105,0.5463488,0.25,0.2963488,0.179576166,0.082171026,0.09740514,0.795157895,0.263157895,0.532,0.7554,0.25,0.5054,0.248287973,0.082171026,0.166116947
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.359251474,0.993684211,0.365567263,1.2912889,0.944,0.3472889,0.424426137,0.310277795,0.114148341,40.148,5.263157895,34.88484211,38.1406,5,33.1406,12.53620898,1.643420526,10.89278846,0.628725158,0.263157895,0.365567263,0.5972889,0.25,0.3472889,0.196319368,0.082171026,0.114148341,0.858684211,0.263157895,0.595526316,0.81575,0.25,0.56575,0.268124059,0.082171026,0.185953033
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.414017053,0.993684211,0.420332842,1.3433162,0.944,0.3993162,0.441526683,0.310277795,0.131248888,39.785,5.263157895,34.52184211,37.79575,5,32.79575,12.42286227,1.643420526,10.77944174,0.683490737,0.263157895,0.420332842,0.6493162,0.25,0.3993162,0.213419914,0.082171026,0.131248888,0.946894737,0.263157895,0.683736842,0.89955,0.25,0.64955,0.295667787,0.082171026,0.213496761
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.480911368,0.993684211,0.487227158,1.4068658,0.944,0.4628658,0.462414427,0.310277795,0.152136631,39.13231579,5.263157895,33.86915789,37.1757,5,32.1757,12.21906169,1.643420526,10.57564116,0.750385053,0.263157895,0.487227158,0.7128658,0.25,0.4628658,0.234307658,0.082171026,0.152136631,1.042736842,0.263157895,0.779578947,0.9906,0.25,0.7406,0.325594475,0.082171026,0.243423448
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.583868,0.993684211,0.590183789,1.5046746,0.944,0.5606746,0.494562624,0.310277795,0.184284829,36.94457895,5.263157895,31.68142105,35.09735,5,30.09735,11.53594108,1.643420526,9.892520553,0.853341684,0.263157895,0.590183789,0.8106746,0.25,0.5606746,0.266455855,0.082171026,0.184284829,1.167631579,0.263157895,0.904473684,1.10925,0.25,0.85925,0.364592844,0.082171026,0.282421817
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.667290737,0.993684211,0.673606526,1.5839262,0.944,0.6399262,0.520611366,0.310277795,0.21033357,34.64810526,5.263157895,29.38494737,32.9157,5,27.9157,10.8188674,1.643420526,9.175446875,0.936764421,0.263157895,0.673606526,0.8899262,0.25,0.6399262,0.292504597,0.082171026,0.21033357,1.322315789,0.263157895,1.059157895,1.2562,0.25,1.0062,0.412892973,0.082171026,0.330721947
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.701587263,0.993684211,0.707903053,1.6165079,0.944,0.6725079,0.531320453,0.310277795,0.221042657,33.11515789,5.263157895,27.852,31.4594,5,26.4594,10.34020474,1.643420526,8.696784213,0.971060947,0.263157895,0.707903053,0.9225079,0.25,0.6725079,0.303213684,0.082171026,0.221042657,1.394526316,0.263157895,1.131368421,1.3248,0.25,1.0748,0.435440703,0.082171026,0.353269676
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.687178421,0.993684211,0.693494211,1.6028195,0.944,0.6588195,0.526821293,0.310277795,0.216543498,30.10157895,5.263157895,24.83842105,28.5965,5,23.5965,9.399215014,1.643420526,7.755794488,0.956652105,0.263157895,0.693494211,0.9088195,0.25,0.6588195,0.298714524,0.082171026,0.216543498,1.403947368,0.263157895,1.140789474,1.33375,0.25,1.08375,0.438382425,0.082171026,0.356211399
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.681802737,0.993684211,0.688118526,1.5977126,0.944,0.6537126,0.525142736,0.310277795,0.214864941,28.17336842,5.263157895,22.91021053,26.7647,5,21.7647,8.79713147,1.643420526,7.153710944,0.951276421,0.263157895,0.688118526,0.9037126,0.25,0.6537126,0.297035967,0.082171026,0.214864941,1.341210526,0.263157895,1.078052632,1.27415,0.25,1.02415,0.418792853,0.082171026,0.336621826
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.649669158,0.993684211,0.655984947,1.5671857,0.944,0.6231857,0.515109029,0.310277795,0.204831234,26.65568421,5.263157895,21.39252632,25.3229,5,20.3229,8.323234727,1.643420526,6.679814201,0.919142842,0.263157895,0.655984947,0.8731857,0.25,0.6231857,0.28700226,0.082171026,0.204831234,1.363578947,0.263157895,1.100421053,1.2954,0.25,1.0454,0.42577739,0.082171026,0.343606364
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.558850211,0.993684211,0.565166,1.4809077,0.944,0.5369077,0.486750822,0.310277795,0.176473027,23.79721053,5.263157895,18.53405263,22.60735,5,17.60735,7.430676605,1.643420526,5.787256079,0.828323895,0.263157895,0.565166,0.7869077,0.25,0.5369077,0.258644053,0.082171026,0.176473027,1.239894737,0.263157895,0.976736842,1.1779,0.25,0.9279,0.387157007,0.082171026,0.304985981
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.435322947,0.993684211,0.441638737,1.3635568,0.944,0.4195568,0.448179447,0.310277795,0.137901651,20.73226316,5.263157895,15.46910526,19.69565,5,14.69565,6.473647096,1.643420526,4.83022657,0.704796632,0.263157895,0.441638737,0.6695568,0.25,0.4195568,0.220072678,0.082171026,0.137901651,1.021,0.263157895,0.757842105,0.96995,0.25,0.71995,0.318807148,0.082171026,0.236636122
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315221368,0.993684211,0.321537158,1.2494603,0.944,0.3054603,0.410677741,0.310277795,0.100399945,19.21810526,5.263157895,13.95494737,18.2572,5,13.2572,6.000851445,1.643420526,4.357430919,0.584695053,0.263157895,0.321537158,0.5554603,0.25,0.3054603,0.182570972,0.082171026,0.100399945,0.766421053,0.263157895,0.503263158,0.7281,0.25,0.4781,0.239314897,0.082171026,0.157143871
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.243327579,0.993684211,0.249643368,1.1811612,0.944,0.2371612,0.388228912,0.310277795,0.077951117,17.97005263,5.263157895,12.70689474,17.07155,5,12.07155,5.611147136,1.643420526,3.96772661,0.512801263,0.263157895,0.249643368,0.4871612,0.25,0.2371612,0.160122143,0.082171026,0.077951117,0.646315789,0.263157895,0.383157895,0.614,0.25,0.364,0.201812041,0.082171026,0.119641014
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.185775684,0.993684211,0.192091474,1.1264869,0.944,0.1824869,0.370258339,0.310277795,0.059980543,17.27947368,5.263157895,12.01631579,16.4155,5,11.4155,5.395513929,1.643420526,3.752093403,0.455249368,0.263157895,0.192091474,0.4324869,0.25,0.1824869,0.14215157,0.082171026,0.059980543,0.579368421,0.263157895,0.316210526,0.5504,0.25,0.3004,0.180907731,0.082171026,0.098736705
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.156560947,0.993684211,0.162876737,1.0987329,0.944,0.1547329,0.36113604,0.310277795,0.050858245,17.27884211,5.263157895,12.01568421,16.4149,5,11.4149,5.395316718,1.643420526,3.751896192,0.426034632,0.263157895,0.162876737,0.4047329,0.25,0.1547329,0.133029271,0.082171026,0.050858245,0.546052632,0.263157895,0.282894737,0.51875,0.25,0.26875,0.17050488,0.082171026,0.088333853
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.138576,0.993684211,0.144891789,1.0816472,0.944,0.1376472,0.355520242,0.310277795,0.045242447,17.614,5.263157895,12.35084211,16.7333,5,11.7333,5.499969737,1.643420526,3.856549211,0.408049684,0.263157895,0.144891789,0.3876472,0.25,0.1376472,0.127413473,0.082171026,0.045242447,0.524157895,0.263157895,0.261,0.49795,0.25,0.24795,0.16366825,0.082171026,0.081497224
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.141374526,0.993684211,0.147690316,1.0843058,0.944,0.1403058,0.356394082,0.310277795,0.046116286,18.54963158,5.263157895,13.28647368,17.62215,5,12.62215,5.792120604,1.643420526,4.148700078,0.410848211,0.263157895,0.147690316,0.3903058,0.25,0.1403058,0.128287313,0.082171026,0.046116286,0.527736842,0.263157895,0.264578947,0.50135,0.25,0.25135,0.164785776,0.082171026,0.08261475
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.167654632,0.993684211,0.173970421,1.1092719,0.944,0.1652719,0.364600042,0.310277795,0.054322247,22.10768421,5.263157895,16.84452632,21.0023,5,16.0023,6.903122182,1.643420526,5.259701656,0.437128316,0.263157895,0.173970421,0.4152719,0.25,0.1652719,0.136493273,0.082171026,0.054322247,0.573473684,0.263157895,0.310315789,0.5448,0.25,0.2948,0.179067101,0.082171026,0.096896074
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20744,0.993684211,0.213755789,1.147068,0.944,0.203068,0.377023019,0.310277795,0.066745224,27.40831579,5.263157895,22.14515789,26.0379,5,21.0379,8.558243862,1.643420526,6.914823336,0.476913684,0.263157895,0.213755789,0.453068,0.25,0.203068,0.14891625,0.082171026,0.066745224,0.691052632,0.263157895,0.427894737,0.6565,0.25,0.4065,0.215781115,0.082171026,0.133610089
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.238291474,0.993684211,0.244607263,1.1763769,0.944,0.2323769,0.386656389,0.310277795,0.076378593,33.09815789,5.263157895,27.835,31.44325,5,26.44325,10.33489649,1.643420526,8.691475964,0.507765158,0.263157895,0.244607263,0.4823769,0.25,0.2323769,0.15854962,0.082171026,0.076378593,0.733263158,0.263157895,0.470105263,0.6966,0.25,0.4466,0.228961348,0.082171026,0.146790321
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.218735579,0.993684211,0.225051368,1.1577988,0.944,0.2137988,0.380550063,0.310277795,0.070272267,38.777,5.263157895,33.51384211,36.83815,5,31.83815,12.10811437,1.643420526,10.46469384,0.488209263,0.263157895,0.225051368,0.4637988,0.25,0.2137988,0.152443294,0.082171026,0.070272267,0.693684211,0.263157895,0.430526316,0.659,0.25,0.409,0.216602825,0.082171026,0.134431799
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234418737,0.993684211,0.240734526,1.1726978,0.944,0.2286978,0.385447127,0.310277795,0.075169332,41.31142105,5.263157895,36.04826316,39.24585,5,34.24585,12.89948709,1.643420526,11.25606656,0.503892421,0.263157895,0.240734526,0.4786978,0.25,0.2286978,0.157340358,0.082171026,0.075169332,0.710315789,0.263157895,0.447157895,0.6748,0.25,0.4248,0.221796034,0.082171026,0.139625008
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.261760105,0.993684211,0.268075895,1.1986721,0.944,0.2546721,0.393984467,0.310277795,0.083706671,42.49994737,5.263157895,37.23678947,40.37495,5,35.37495,13.27060431,1.643420526,11.62718379,0.531233789,0.263157895,0.268075895,0.5046721,0.25,0.2546721,0.165877698,0.082171026,0.083706671,0.708578947,0.263157895,0.445421053,0.67315,0.25,0.42315,0.221253705,0.082171026,0.139082679
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.305630316,0.993684211,0.311946105,1.2403488,0.944,0.2963488,0.407682935,0.310277795,0.09740514,42.72715789,5.263157895,37.464,40.5908,5,35.5908,13.34155078,1.643420526,11.69813025,0.575104,0.263157895,0.311946105,0.5463488,0.25,0.2963488,0.179576166,0.082171026,0.09740514,0.708105263,0.263157895,0.444947368,0.6727,0.25,0.4227,0.221105798,0.082171026,0.138934771
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.359251474,0.993684211,0.365567263,1.2912889,0.944,0.3472889,0.424426137,0.310277795,0.114148341,41.46452632,5.263157895,36.20136842,39.3913,5,34.3913,12.94729419,1.643420526,11.30387367,0.628725158,0.263157895,0.365567263,0.5972889,0.25,0.3472889,0.196319368,0.082171026,0.114148341,0.737157895,0.263157895,0.474,0.7003,0.25,0.4503,0.230177479,0.082171026,0.148006453
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.414017053,0.993684211,0.420332842,1.3433162,0.944,0.3993162,0.441526683,0.310277795,0.131248888,42.11178947,5.263157895,36.84863158,40.0062,5,35.0062,13.14940205,1.643420526,11.50598152,0.683490737,0.263157895,0.420332842,0.6493162,0.25,0.3993162,0.213419914,0.082171026,0.131248888,0.760210526,0.263157895,0.497052632,0.7222,0.25,0.4722,0.237375661,0.082171026,0.155204634
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.480911368,0.993684211,0.487227158,1.4068658,0.944,0.4628658,0.462414427,0.310277795,0.152136631,41.46421053,5.263157895,36.20105263,39.391,5,34.391,12.94719559,1.643420526,11.30377506,0.750385053,0.263157895,0.487227158,0.7128658,0.25,0.4628658,0.234307658,0.082171026,0.152136631,0.834315789,0.263157895,0.571157895,0.7926,0.25,0.5426,0.260515022,0.082171026,0.178343995
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.583868,0.993684211,0.590183789,1.5046746,0.944,0.5606746,0.494562624,0.310277795,0.184284829,39.98026316,5.263157895,34.71710526,37.98125,5,32.98125,12.48383317,1.643420526,10.84041264,0.853341684,0.263157895,0.590183789,0.8106746,0.25,0.5606746,0.266455855,0.082171026,0.184284829,0.926210526,0.263157895,0.663052632,0.8799,0.25,0.6299,0.289209144,0.082171026,0.207038118
